id;nombre;apellido;profesion;fecha;sueldo;comision;Departamento
24721;SANTIAGO;REYES NU¥EZ;5;05/07/2009;2680;0;2
24722;GABRIEL;ROMAN NAVARRO;1;09/07/2002;837;0;1
24723;ALEX;CASTILLO DIEZ;4;01/02/2007;2187;0;4
24724;GAEL;HERRERA PASCUAL;5;04/10/1991;678;0;3
24725;ALBERTO;CARMONA FLORES;4;03/06/2007;2737;0;4
24726;VICTOR;BLANCO MARTIN;1;03/12/1994;2295;0;1
24727;NIL;FLORES MOLINA;2;03/08/1990;2631;922;3
24728;ADAM;REYES RAMIREZ;1;03/04/2011;1037;0;5
24729;FRANCISCO JAVIER;MENDEZ MENDEZ;2;10/06/1994;1702;587;5
24730;GABRIEL;GUERRERO CASTILLO;2;06/02/1995;673;946;1
24731;JOSE ANTONIO;CAMPOS MARQUEZ;3;01/01/2004;934;0;1
24732;MOHAMED;SAEZ MORENO;6;07/10/2009;1786;0;2
24733;ROBERTO;ARIAS SANTOS;1;05/02/2013;2487;0;2
24734;MOHAMED;VELASCO MORENO;1;10/03/2011;2215;0;2
24735;LUCAS;MONTERO GUTIERREZ;1;12/10/2005;921;0;4
24736;JAVIER;TORRES HERRERA;1;12/03/2012;2359;0;1
24737;HUGO;ROMAN VAZQUEZ;6;09/01/2012;2240;0;4
24738;SAUL;FUENTES ESTEBAN;6;01/01/2012;947;0;2
24739;UNAI;CRESPO GARRIDO;3;10/02/1994;816;0;2
24740;DIEGO;GOMEZ CRESPO;3;06/06/1990;685;0;4
24741;EDUARDO;GONZALEZ GUERRERO;6;04/02/1993;1998;0;2
24742;ANGEL;PASCUAL DIEZ;3;10/05/1999;1697;0;4
24743;ALONSO;MEDINA MOLINA;2;09/02/2011;2564;852;1
24744;JORGE;IBA¥EZ CANO;4;09/04/1992;1783;0;1
24745;ANTONIO;SANTANA ESTEBAN;1;11/04/2008;1157;0;5
24746;UNAI;SAEZ PE¥A;2;01/02/2009;2714;962;1
24747;MIKEL;GUERRERO CASTILLO;6;07/06/2007;1455;0;4
24748;GONZALO;RAMOS CORTES;4;11/09/2000;1906;0;6
24749;EDUARDO;ORTEGA PEREZ;1;02/03/1990;2017;0;4
24750;NICOLAS;LORENZO DOMINGUEZ;2;09/02/1990;2473;954;6
24751;RUBEN;ARIAS MARIN;2;01/11/1998;1414;958;6
24752;JAVIER;VEGA MORA;2;02/12/1991;1364;526;4
24753;ALBERTO;ROJAS GUERRERO;2;01/02/2007;2657;620;4
24754;IZAN;SANZ ROMAN;1;11/10/1998;1106;0;5
24755;CESAR;ORTEGA JIMENEZ;4;10/08/1996;2294;0;2
24756;IAN;VELASCO VIDAL;2;04/02/2008;2983;804;4
24757;JESUS;DOMINGUEZ IGLESIAS;1;09/09/2007;976;0;1
24758;JOEL;CORTES MARQUEZ;2;04/07/2012;1921;700;5
24759;MARTI;CABALLERO IBA¥EZ;6;05/09/2010;1381;0;2
24760;NIL;VARGAS REYES;5;02/04/1999;2974;0;3
24761;IZAN;GOMEZ VEGA;1;05/09/1997;1342;0;1
24762;JAVIER;MARQUEZ FUENTES;1;03/09/1990;1128;0;2
24763;MARCOS;CASTILLO FERRER;4;12/10/2013;2785;0;2
24764;BIEL;DIAZ ESTEBAN;4;01/02/2012;1608;0;2
24765;MANUEL;NIETO CARRASCO;6;03/12/1993;1953;0;6
24766;LUCAS;FERRER MORA;1;05/11/1994;781;0;3
24767;GONZALO;GUTIERREZ PE¥A;3;01/10/2009;2469;0;1
24768;ADRIAN;VARGAS MORALES;2;02/01/2006;2615;897;2
24769;ALEJANDRO;SOTO CABRERA;1;07/12/2009;2249;0;2
24770;ERIK;AGUILAR CRESPO;1;09/11/2000;1108;0;3
24771;MIKEL;PASTOR RUBIO;1;04/07/2001;2151;0;3
24772;SERGIO;GIL PASCUAL;1;08/08/1990;2542;0;1
24773;CRISTIAN;DELGADO GOMEZ;1;12/11/2002;2932;0;4
24774;DAVID;MARQUEZ REYES;1;09/12/2012;1108;0;1
24775;LUCAS;GIL JIMENEZ;4;02/10/1992;1699;0;3
24776;ANDRES;GIL BLANCO;4;07/06/2003;1016;0;4
24777;ADAM;RUBIO LOZANO;3;08/11/2008;2878;0;4
24778;RAUL;SOTO BLANCO;4;09/10/1998;2996;0;5
24779;HUGO;TORRES GONZALEZ;3;08/01/1995;2349;0;3
24780;MIGUEL ANGEL;FLORES GARRIDO;6;04/12/1999;2587;0;1
24781;ANTONIO;PASTOR MU¥OZ;5;12/08/2008;999;0;3
24782;RAUL;MONTERO BRAVO;1;09/11/2011;710;0;4
24783;MARCO;GUTIERREZ MARIN;1;03/05/2010;913;0;2
24784;SANTIAGO;MORENO ROMERO;1;02/01/1997;2624;0;4
24785;NICOLAS;TORRES ORTEGA;3;05/02/1993;1568;0;2
24786;CRISTIAN;DIAZ SANZ;4;07/12/1990;1429;0;5
24787;CRISTIAN;MU¥OZ LEON;2;11/11/1999;2355;632;4
24788;MARTIN;MEDINA VAZQUEZ;1;04/12/2013;1328;0;1
24789;ANGEL;PASCUAL GALLARDO;6;03/04/1995;2533;0;5
24790;CRISTIAN;CAMPOS DURAN;1;09/07/2002;918;0;4
24791;ASIER;GARCIA RAMIREZ;1;10/09/1995;1502;0;4
24792;UNAI;TORRES TORRES;3;07/04/2007;2995;0;5
24793;MIGUEL;MARTINEZ GARRIDO;3;10/01/2002;1304;0;1
24794;JOEL;MONTERO NAVARRO;3;07/05/2007;2559;0;5
24795;ALEX;PASTOR CARMONA;6;04/08/2011;1976;0;6
24796;ADRIAN;CRUZ FUENTES;6;01/02/1997;2708;0;4
24797;JAN;CASTRO SOTO;2;12/07/2001;940;990;2
24798;MANUEL;PASTOR SANTIAGO;2;05/01/1997;2982;826;3
24799;JOEL;TORRES ROMERO;1;04/11/1995;2691;0;5
24800;AARON;SANTIAGO ROMERO;6;03/04/1992;2580;0;2
24801;CARLOS;HIDALGO HIDALGO;5;04/08/2000;2534;0;1
24802;SANTIAGO;VARGAS MU¥OZ;1;06/11/1999;2003;0;2
24803;HECTOR;FERNANDEZ RAMOS;2;06/01/1992;2785;681;2
24804;IAN;PE¥A DOMINGUEZ;2;05/03/1995;729;796;2
24805;ALBERTO;PEREZ CARMONA;2;08/02/2009;1778;733;5
24806;RAFAEL;CAMPOS SANCHEZ;5;03/10/2011;2635;0;1
24807;JAN;DELGADO PASTOR;2;03/02/2012;1294;513;3
24808;ADRIA;MARIN REYES;1;05/02/2002;2654;0;4
24809;ARNAU;MARQUEZ BRAVO;6;02/04/2013;2118;0;4
24810;JUAN;CASTRO MORALES;1;06/05/1990;693;0;6
24811;JOEL;GALLEGO GOMEZ;1;09/07/1995;1384;0;5
24812;ERIK;IBA¥EZ NAVARRO;1;10/08/1991;1920;0;6
24813;MARTI;MORA FERRER;1;05/12/2000;2224;0;5
24814;ARNAU;CARMONA MORENO;5;07/01/2005;1920;0;3
24815;ADAM;CORTES GUTIERREZ;2;08/03/2013;2405;849;3
24816;LUIS;CANO RUIZ;1;03/11/2007;2997;0;4
24817;MATEO;ALVAREZ GARCIA;2;11/11/1994;1518;819;5
24818;ALEX;CAMPOS RUBIO;1;02/03/2001;1451;0;1
24819;ALBERTO;VEGA VELASCO;1;07/11/2013;2069;0;2
24820;LEO;LOPEZ SUAREZ;1;06/03/2004;2846;0;4
24821;HECTOR;SUAREZ NAVARRO;1;01/01/2013;1509;0;5
24822;YAGO;CABALLERO VARGAS;2;10/05/2012;2877;666;4
24823;JESUS;LOPEZ PRIETO;6;05/03/2011;997;0;1
24824;SAMUEL;NAVARRO ORTEGA;1;01/05/2002;1717;0;5
24825;DAVID;SOLER SANTIAGO;3;02/12/2001;1551;0;6
24826;ADAM;GARCIA CABRERA;4;10/11/2002;2765;0;1
24827;JAIME;MORALES FERRER;5;03/03/2001;1230;0;2
24828;JOAN;CORTES VIDAL;1;12/09/1990;1254;0;2
24829;ALEIX;NAVARRO LORENZO;1;05/07/1993;2719;0;4
24830;JAN;ARIAS CRESPO;2;08/09/2012;1217;879;3
24831;ENRIQUE;IGLESIAS GARCIA;1;11/07/2003;790;0;3
24832;HECTOR;MARQUEZ ARIAS;1;07/02/2003;2364;0;1
24833;JAN;GIL RAMOS;5;09/07/2002;1432;0;6
24834;DARIO;SANTANA GUTIERREZ;1;05/06/2003;2283;0;3
24835;ISAAC;GIL MARQUEZ;1;09/09/2013;1478;0;1
24836;MIGUEL ANGEL;SOTO GOMEZ;4;07/07/2006;2830;0;4
24837;OSCAR;NU¥EZ RUBIO;2;02/09/2013;1549;937;4
24838;CARLOS;GALLEGO ALONSO;2;04/07/2009;846;645;4
24839;FERNANDO;VELASCO FERRER;6;03/01/2003;2350;0;4
24840;NIL;SERRANO VELASCO;2;10/01/2013;814;501;5
24841;AARON;CORTES DIEZ;4;10/01/2002;1435;0;5
24842;DIEGO;GARRIDO ARIAS;1;02/02/1996;1148;0;1
24843;GABRIEL;DELGADO FERNANDEZ;2;06/02/2008;1871;904;6
24844;OLIVER;VELASCO VAZQUEZ;1;05/09/2004;2866;0;4
24845;MATEO;RODRIGUEZ HERNANDEZ;6;09/01/1992;2275;0;1
24846;ALEX;PE¥A HERRERO;5;11/08/2013;2661;0;2
24847;MARTIN;GIL MARQUEZ;1;06/10/1994;828;0;4
24848;SERGIO;CALVO CASTRO;1;09/10/2005;753;0;2
24849;YERAY;SOLER SANCHEZ;1;01/08/1992;2702;0;4
24850;ANDRES;CANO FERNANDEZ;2;02/06/1998;1270;789;4
24851;RAUL;ROMERO AGUILAR;6;02/07/2012;1553;0;3
24852;RUBEN;SOLER PEREZ;4;02/02/2013;1531;0;4
24853;SAMUEL;GONZALEZ NIETO;2;03/01/2002;1250;801;3
24854;VICTOR;VELASCO FERRER;2;01/03/2002;833;889;1
24855;DANIEL;CARMONA MARIN;1;07/04/2010;701;0;1
24856;IGNACIO;PRIETO ALONSO;1;09/05/2001;1795;0;4
24857;LEO;MARIN VEGA;1;09/01/1993;1227;0;2
24858;JOSE;DIAZ RUIZ;1;02/01/1994;2418;0;4
24859;ISMAEL;ESTEBAN PARRA;1;02/12/2007;2915;0;3
24860;MARCO;BRAVO GOMEZ;1;07/09/2001;2318;0;5
24861;EDUARDO;GONZALEZ ROMAN;2;03/07/2011;1836;735;2
24862;JON;VEGA SANTOS;5;08/10/1995;2047;0;6
24863;ISMAEL;FUENTES HERRERA;5;07/07/2009;702;0;3
24864;MOHAMED;CORTES LORENZO;2;01/10/1996;1652;521;4
24865;GERARD;DELGADO VICENTE;2;12/11/2013;1169;509;3
24866;ENRIQUE;FERNANDEZ SERRANO;1;02/05/1995;974;0;6
24867;RODRIGO;ORTEGA LEON;5;11/04/2008;2271;0;6
24868;ANTONIO;IGLESIAS GIL;2;04/09/2001;923;781;4
24869;ALONSO;GARRIDO RAMOS;1;04/06/2009;1934;0;2
24870;JOSE MANUEL;CASTRO CALVO;2;02/03/1990;2325;973;2
24871;PABLO;ROMAN MARIN;6;05/11/2000;1247;0;5
24872;ALEX;DIAZ MU¥OZ;3;03/07/2001;1401;0;3
24873;GAEL;PE¥A GALLARDO;6;09/02/1993;886;0;1
24874;ARNAU;GALLEGO ARIAS;1;10/12/2012;1240;0;2
24875;BRUNO;CRUZ ROJAS;1;01/02/2010;722;0;4
24876;YAGO;RUIZ GUERRERO;1;02/12/1997;2225;0;4
24877;JUAN;DIEZ CRUZ;1;04/11/2005;691;0;2
24878;YAGO;IGLESIAS DOMINGUEZ;1;10/11/1991;1064;0;4
24879;JOSE;PRIETO IBA¥EZ;2;01/04/2012;947;662;1
24880;CRISTIAN;GUTIERREZ MORA;1;03/10/2010;899;0;3
24881;MARTIN;VEGA MORA;5;03/08/2008;2230;0;6
24882;OMAR;REYES MARQUEZ;2;02/06/1992;1796;606;1
24883;YERAY;AGUILAR CRUZ;1;03/11/1997;2178;0;1
24884;GABRIEL;NU¥EZ RUIZ;6;06/04/1990;2967;0;4
24885;YERAY;ALONSO DELGADO;1;11/08/2003;2447;0;4
24886;JOAN;VEGA DOMINGUEZ;2;05/06/2011;905;772;5
24887;ADRIAN;MARQUEZ ROMERO;2;11/07/2006;1181;842;4
24888;PABLO;GARRIDO RUIZ;3;06/12/1990;1182;0;1
24889;ERIK;CORTES MARIN;2;11/03/2006;1642;716;2
24890;ANDRES;FUENTES SOTO;2;12/07/2013;2257;675;2
24891;LUCAS;ORTIZ MOLINA;1;01/12/2007;2130;0;1
24892;FRANCISCO JAVIER;MEDINA GIMENEZ;3;09/03/2004;2527;0;5
24893;SAMUEL;GARCIA FUENTES;3;11/12/2006;1416;0;4
24894;SERGIO;PASTOR ORTEGA;2;06/08/2004;1718;758;4
24895;UNAI;NIETO LEON;1;11/02/1998;1803;0;1
24896;FERNANDO;CARRASCO MEDINA;6;07/09/2003;1597;0;5
24897;SERGIO;GIL MARQUEZ;4;07/06/1997;2362;0;1
24898;RAYAN;RUIZ PARRA;3;01/04/2002;1819;0;4
24899;ANDER;CAMPOS CRUZ;3;11/07/2004;1449;0;3
24900;MIGUEL ANGEL;SAEZ PASCUAL;1;02/05/1997;1180;0;4
24901;JOSE ANTONIO;NIETO MORA;1;12/10/1991;2437;0;2
24902;MIKEL;GIMENEZ DIEZ;3;07/01/2001;2277;0;6
24903;ANTONIO;MORA SANTIAGO;2;10/09/2003;1579;839;4
24904;JAN;CABALLERO IGLESIAS;3;03/07/2002;2336;0;2
24905;JOAN;BLANCO ALONSO;1;10/06/1998;1899;0;4
24906;MARTIN;VIDAL GUTIERREZ;1;05/06/2013;1063;0;5
24907;FERNANDO;FERNANDEZ DIEZ;4;06/01/1993;2555;0;5
24908;VICTOR;LOZANO LOZANO;1;04/07/2003;2911;0;4
24909;DIEGO;GARCIA SAEZ;6;01/04/2007;1541;0;1
24910;JESUS;PARRA CORTES;1;03/05/1990;1759;0;5
24911;JOSE;GOMEZ JIMENEZ;1;02/02/2012;2069;0;4
24912;BIEL;DIAZ DIAZ;2;11/02/1998;1480;768;1
24913;MATEO;RODRIGUEZ IGLESIAS;1;11/06/1991;2827;0;1
24914;GUILLERMO;NAVARRO DIEZ;1;02/10/1998;1759;0;1
24915;ANGEL;NIETO RUIZ;1;04/09/2008;1014;0;2
24916;ORIOL;MORA HERRERA;1;04/04/1998;1973;0;4
24917;ERIC;MOYA CASTRO;1;04/11/1991;2999;0;4
24918;MARIO;PASCUAL MORA;1;03/08/1996;1849;0;4
24919;IGNACIO;SOLER VICENTE;1;01/06/2007;626;0;5
24920;ARNAU;RUIZ LOZANO;5;08/03/1996;2498;0;4
24921;ERIK;TORRES HIDALGO;4;09/01/2006;2215;0;4
24922;IKER;REYES MU¥OZ;4;04/02/1999;2922;0;1
24923;EDUARDO;GALLARDO DIAZ;2;04/12/2000;1364;794;4
24924;SANTIAGO;ROMERO SANCHEZ;3;02/01/2005;1299;0;4
24925;JORDI;RAMIREZ PASCUAL;2;03/02/2006;1701;646;3
24926;RODRIGO;LOZANO MU¥OZ;1;10/04/1999;2667;0;2
24927;GUILLERMO;VIDAL FERRER;1;09/12/2001;1054;0;4
24928;MARCO;ROMERO REYES;1;07/08/2004;1509;0;4
24929;LUCAS;MU¥OZ GALLARDO;1;04/10/2000;1479;0;5
24930;EDUARDO;NU¥EZ GIMENEZ;3;12/05/1998;992;0;1
24931;IVAN;MEDINA CANO;4;01/11/2006;2377;0;6
24932;JON;AGUILAR MOYA;3;10/11/2001;688;0;1
24933;SANTIAGO;GALLARDO FUENTES;1;01/05/2008;1283;0;3
24934;PABLO;CASTILLO RODRIGUEZ;3;12/10/1994;2132;0;1
24935;SAMUEL;LORENZO JIMENEZ;3;09/07/1993;2884;0;4
24936;PAU;AGUILAR RAMIREZ;1;02/06/2002;978;0;4
24937;UNAI;VAZQUEZ GOMEZ;2;04/02/1998;829;993;4
24938;AARON;SERRANO LOZANO;1;01/08/1990;765;0;4
24939;AITOR;LOZANO ALONSO;2;06/07/2007;876;927;4
24940;FRANCISCO;CRUZ MARIN;4;06/05/2008;2108;0;3
24941;EDUARDO;PARRA RUBIO;1;01/06/2002;1602;0;1
24942;GUILLERMO;MU¥OZ MARQUEZ;1;07/08/1997;1506;0;1
24943;FRANCISCO JAVIER;CRESPO DIEZ;1;09/08/2010;2394;0;1
24944;MARCO;MEDINA HERNANDEZ;2;09/02/2000;1941;961;1
24945;JOEL;CALVO JIMENEZ;1;02/06/2006;2991;0;1
24946;LUIS;MU¥OZ AGUILAR;1;09/08/1997;1721;0;4
24947;BRUNO;FERNANDEZ CASTRO;3;03/04/1993;2141;0;1
24948;ALEX;VICENTE MONTERO;4;06/02/2005;1846;0;4
24949;ADRIA;RUIZ LORENZO;1;03/01/1999;2726;0;1
24950;ADRIA;MU¥OZ LOZANO;4;07/09/2002;2694;0;5
24951;ERIC;CORTES CASTILLO;2;10/04/2013;2826;682;2
24952;ALONSO;ROMAN DELGADO;1;05/08/2012;2936;0;2
24953;RAUL;HERRERA VEGA;1;07/02/2000;1150;0;4
24954;RAYAN;DURAN DURAN;1;11/11/1994;740;0;2
24955;PEDRO;CASTRO FLORES;1;10/07/2012;912;0;3
24956;DANIEL;LOPEZ GARCIA;1;12/10/1993;676;0;1
24957;SERGIO;MEDINA CORTES;5;03/03/1992;1770;0;4
24958;DARIO;SUAREZ MOYA;6;11/12/1992;2142;0;1
24959;BRUNO;DIAZ NAVARRO;4;10/11/2006;1773;0;6
24960;HUGO;SANTIAGO CANO;3;09/01/1991;2434;0;5
24961;ARNAU;CAMPOS SUAREZ;1;04/01/1998;832;0;1
24962;MARIO;FUENTES VELASCO;1;11/06/1997;1184;0;5
24963;RUBEN;GUERRERO ORTIZ;2;12/03/1993;2705;595;6
24964;JESUS;CASTILLO SERRANO;1;11/11/2002;2620;0;4
24965;MARIO;CABALLERO VAZQUEZ;2;10/02/1993;2547;510;1
24966;ALEJANDRO;SANZ FERRER;2;10/09/2001;2739;802;4
24967;JUAN;CRUZ SANTANA;1;12/05/1998;1400;0;3
24968;JUAN;MORENO CASTRO;5;01/07/2005;1036;0;2
24969;FERNANDO;CASTILLO HERRERO;3;08/05/2013;2827;0;5
24970;RAYAN;NIETO FERRER;6;07/09/2013;1872;0;4
24971;SERGIO;MORALES MORALES;2;02/05/2012;2606;705;4
24972;OSCAR;PASCUAL VARGAS;5;10/06/1992;618;0;2
24973;AARON;GIMENEZ DOMINGUEZ;4;04/07/1996;2382;0;3
24974;JORDI;DOMINGUEZ DELGADO;4;05/11/1997;2824;0;2
24975;MARCOS;GUTIERREZ NAVARRO;1;03/09/2013;2549;0;2
24976;IZAN;CARMONA FERRER;4;10/08/1997;697;0;6
24977;JORGE;CALVO MARIN;6;04/11/2008;2527;0;4
24978;MIGUEL ANGEL;CASTRO CABALLERO;2;07/01/1998;1499;862;3
24979;AARON;DIEZ RAMIREZ;2;12/07/1994;908;597;1
24980;JON;GONZALEZ FERNANDEZ;2;09/01/1994;2444;816;4
24981;GUILLEM;FLORES PASCUAL;3;09/01/2013;2946;0;4
24982;ANDER;NAVARRO CABRERA;1;02/03/2002;1146;0;1
24983;RODRIGO;MOYA LEON;1;07/06/2003;749;0;4
24984;LEO;AGUILAR PEREZ;3;08/08/1995;1998;0;2
24985;BIEL;VEGA SANTANA;6;10/01/2013;1442;0;3
24986;IGNACIO;ORTIZ DELGADO;6;09/03/2010;1827;0;4
24987;JOSE ANTONIO;VELASCO SANZ;1;05/05/2000;1207;0;1
24988;GERARD;RAMIREZ HERNANDEZ;1;01/11/2008;688;0;4
24989;IGNACIO;PRIETO BLANCO;4;04/10/1991;1635;0;4
24990;DARIO;ROMERO PRIETO;3;07/08/2001;1587;0;6
24991;DAVID;CASTILLO GOMEZ;4;10/05/2008;2193;0;6
24992;GUILLERMO;GARRIDO MORENO;4;04/09/2000;1182;0;2
24993;FERNANDO;IBA¥EZ DELGADO;2;09/08/2007;826;705;2
24994;DARIO;LOZANO LORENZO;1;02/03/2001;1075;0;4
24995;MANUEL;BLANCO SAEZ;5;12/08/1997;998;0;4
24996;MANUEL;GALLARDO PARRA;3;04/03/2006;2200;0;5
24997;JAIME;GIL HIDALGO;2;12/04/2010;1366;695;4
24998;SAUL;MENDEZ SOTO;1;03/08/1992;2704;0;1
24999;JAIME;TORRES MOLINA;1;03/06/2010;2794;0;1
25000;UNAI;MONTERO RUBIO;1;09/12/1994;2840;0;4
25001;ANTONIO;RUBIO GOMEZ;2;12/10/2009;1794;729;1
25002;AITOR;HERRERO MARIN;2;08/06/1995;1071;800;2
25003;ALVARO;MORA MEDINA;4;01/04/2000;2978;0;2
25004;MIKEL;LORENZO MENDEZ;2;11/11/2013;1184;669;1
25005;JORDI;RODRIGUEZ GALLEGO;4;05/05/2007;2929;0;4
25006;MATEO;ESTEBAN CARRASCO;2;05/11/1993;2864;660;3
25007;ALEJANDRO;LEON FLORES;1;04/07/2010;2917;0;4
25008;JOSE MANUEL;MU¥OZ PRIETO;5;10/04/2012;1179;0;5
25009;MARCO;LOPEZ CARRASCO;5;03/11/2005;832;0;1
25010;ERIK;REYES RAMOS;2;12/06/1998;2842;673;5
25011;HUGO;BENITEZ NAVARRO;3;03/01/1991;1918;0;4
25012;MOHAMED;ROMERO CABRERA;6;04/09/1995;1398;0;2
25013;DANIEL;MORENO GALLARDO;2;08/04/1990;1650;961;4
25014;OSCAR;CANO SOLER;1;10/06/2005;2081;0;2
25015;IAN;TORRES IBA¥EZ;2;07/06/2005;2629;674;4
25016;AARON;CALVO TORRES;2;07/06/1996;1889;692;4
25017;JOSE MANUEL;HIDALGO SERRANO;1;05/03/1996;1300;0;4
25018;MIGUEL;BLANCO ALVAREZ;2;01/09/2004;2815;864;2
25019;ANDER;CASTRO CORTES;1;11/03/2011;848;0;4
25020;MARTIN;ROJAS GOMEZ;6;07/03/1997;2762;0;2
25021;ANDER;MONTERO CAMPOS;3;07/10/1991;2884;0;2
25022;ALONSO;DURAN TORRES;1;04/01/2006;1216;0;1
25023;AITOR;CRUZ GIMENEZ;1;10/10/1997;1243;0;1
25024;RAUL;ROMERO GALLEGO;4;01/08/2013;2648;0;4
25025;ROBERTO;SERRANO MARIN;4;10/08/2010;2282;0;4
25026;UNAI;DIAZ SANTANA;1;03/01/2010;2133;0;4
25027;ERIK;ORTIZ SOLER;4;02/09/2013;1995;0;4
25028;JOSE MANUEL;DELGADO NAVARRO;3;12/09/1991;2882;0;2
25029;UNAI;GONZALEZ ESTEBAN;1;01/03/1992;1300;0;1
25030;MARCOS;MONTERO MONTERO;2;12/10/2005;2794;843;6
25031;ALVARO;CASTILLO CASTRO;1;03/10/2000;1276;0;4
25032;ALVARO;PASCUAL DURAN;1;07/05/2005;1928;0;4
25033;MARCO;SUAREZ PASTOR;1;01/01/1991;2681;0;4
25034;HECTOR;MARTINEZ ALVAREZ;2;01/12/1994;2433;760;2
25035;MARC;ORTEGA FERRER;1;12/07/2006;2289;0;4
25036;SAMUEL;SOLER PEREZ;2;02/05/2003;2285;541;2
25037;MARTIN;MARTIN CANO;3;05/04/2008;1580;0;2
25038;PEDRO;REYES CAMPOS;5;09/01/2002;1927;0;4
25039;JORDI;SANZ CABRERA;2;04/09/2012;2520;698;5
25040;FRANCISCO;VELASCO HERRERO;1;06/02/2002;716;0;6
25041;MIGUEL;CORTES PARRA;2;11/09/1991;1971;611;6
25042;YAGO;CRESPO VELASCO;1;06/09/1990;959;0;5
25043;CARLOS;RAMOS PE¥A;2;02/09/1993;960;654;5
25044;SANTIAGO;MOYA CALVO;6;01/04/1996;1473;0;5
25045;PABLO;MORALES DELGADO;2;01/06/2010;2002;565;2
25046;GAEL;SANTANA LORENZO;2;02/07/2007;1018;961;5
25047;IGNACIO;ESTEBAN DIAZ;2;09/11/1998;1905;970;4
25048;MARTIN;MARIN ARIAS;2;11/08/2010;2017;717;4
25049;IGNACIO;IGLESIAS FUENTES;6;01/01/2001;1594;0;3
25050;JON;GIMENEZ CORTES;2;10/12/2000;2574;909;1
25051;UNAI;MEDINA ARIAS;2;12/08/1993;626;927;4
25052;ALEJANDRO;SOTO IBA¥EZ;4;02/11/1991;2574;0;5
25053;YERAY;MARTINEZ CABALLERO;1;11/04/1990;602;0;4
25054;LUCAS;SERRANO CASTILLO;6;09/03/1996;2423;0;3
25055;PEDRO;LORENZO MARIN;3;05/06/2004;1092;0;6
25056;ALEIX;MORA MORA;1;09/11/1993;2561;0;4
25057;UNAI;LOPEZ PRIETO;6;09/09/1995;1416;0;4
25058;CARLOS;ALONSO GIMENEZ;2;01/04/1997;2247;861;1
25059;JOSE;GALLEGO MENDEZ;4;04/10/2010;2149;0;5
25060;ALBERTO;DOMINGUEZ CASTRO;1;06/12/1992;948;0;1
25061;ISAAC;MOLINA RAMIREZ;2;03/07/2000;1375;842;5
25062;ADRIAN;FUENTES GARCIA;1;01/08/2007;2433;0;4
25063;RODRIGO;JIMENEZ VICENTE;2;11/05/1992;2454;879;4
25064;JAVIER;IBA¥EZ ROMAN;5;09/04/1994;1921;0;2
25065;MARCOS;RUIZ VELASCO;1;06/05/2005;2498;0;4
25066;IGNACIO;FLORES GIMENEZ;2;04/01/1993;1316;520;3
25067;ANGEL;MONTERO SANTANA;2;07/08/2008;2092;957;5
25068;RUBEN;MARTINEZ CARMONA;6;05/04/2006;991;0;4
25069;HUGO;MORA DIEZ;1;08/02/2008;2441;0;5
25070;ANDER;ORTIZ ROJAS;1;03/09/2002;2200;0;6
25071;YERAY;DELGADO SANTANA;1;08/06/1996;1101;0;5
25072;MANUEL;DIAZ GUTIERREZ;5;05/02/2000;1763;0;6
25073;IZAN;MORENO PARRA;1;08/05/2003;2238;0;1
25074;MANUEL;FLORES VEGA;2;12/10/1997;2378;978;4
25075;GUILLERMO;MORENO GALLARDO;1;09/12/1997;1217;0;1
25076;MANUEL;SOTO SANCHEZ;1;08/02/2012;1501;0;1
25077;IGNACIO;SANZ PEREZ;1;06/11/1999;1639;0;5
25078;ANDRES;ARIAS CABRERA;5;08/10/2011;1259;0;1
25079;ADRIA;SANCHEZ FLORES;6;02/11/1995;907;0;2
25080;JOSE ANTONIO;RODRIGUEZ ROMERO;2;10/07/2003;1316;819;2
25081;LEO;VIDAL FLORES;2;05/03/2006;2067;745;4
25082;GERARD;ORTIZ MORA;1;09/12/1998;2210;0;4
25083;GUILLERMO;SANCHEZ GIMENEZ;1;08/10/1992;781;0;4
25084;ALBERTO;REYES SERRANO;1;03/09/2008;2249;0;3
25085;FRANCISCO;MENDEZ SANCHEZ;1;10/12/1990;2964;0;3
25086;AARON;BRAVO NAVARRO;6;12/03/1996;1612;0;5
25087;RUBEN;LOZANO RAMIREZ;4;06/04/2010;1168;0;4
25088;AITOR;ROMERO BRAVO;1;02/09/2007;1248;0;4
25089;ANDRES;CABRERA SAEZ;1;04/06/2003;1059;0;3
25090;GERARD;ESTEBAN GALLARDO;1;06/06/1991;2863;0;6
25091;DIEGO;HERRERO PARRA;3;07/11/2001;2319;0;5
25092;MIGUEL;CABALLERO MU¥OZ;2;04/12/2011;1108;966;2
25093;MIGUEL ANGEL;GUERRERO LEON;1;12/08/1996;1607;0;3
25094;YERAY;PASTOR CRESPO;4;04/07/1999;1401;0;2
25095;RODRIGO;VICENTE BENITEZ;2;11/09/2008;2423;809;1
25096;MIKEL;MOLINA GALLEGO;2;10/08/2006;2971;974;1
25097;OMAR;ORTEGA RODRIGUEZ;1;01/12/2002;643;0;2
25098;JOAN;RODRIGUEZ SAEZ;1;11/07/2007;2809;0;1
25099;ALEJANDRO;CASTILLO LOZANO;1;03/11/2004;1157;0;3
25100;LEO;IBA¥EZ ROJAS;4;12/08/2004;649;0;5
25101;ALEJANDRO;DIEZ DIAZ;2;06/01/2004;1283;513;4
25102;JOEL;CASTILLO VAZQUEZ;2;09/04/1999;751;957;5
